url,toc_title,title,display_title,description,summary,updated_at,ms_topic,sub_skill_type,confidence,has_expert_knowledge,classification_reason,change_type
https://learn.microsoft.com/en-us/azure/security/develop/secure-deploy,Deploy secure apps,Deploy secure applications on Microsoft Azure,,This article discusses best practices to consider during the release and response phases of your web application project.,In this article we present security activities and controls to consider when you deploy applications for the cloud. Security questions and concepts to consider during the release and response phases of the MicrosoftSecurity Development Lifecycle (SDL)are covered. The goal is to help you define activities and Azure services that you can use to deploy a more secure application. The following SDL phases are covered in this article:,2025-12-03T08:00:00.000Z,article,,0.4,False,"Release/response phase secure deployment guidance; appears process-oriented SDL content, not detailed Azure deployment matrices or configuration parameters.",unchanged
https://learn.microsoft.com/en-us/azure/security/develop/secure-design,Design secure apps,Design secure applications on Microsoft Azure,,This article discusses best practices to consider during the requirement and design phases of your web application project.,"In this article, we present security activities and controls to consider when you design applications for the cloud. Training resources along with security questions and concepts to consider during the requirements and design phases of the MicrosoftSecurity Development Lifecycle
(SDL)are covered. The goal is to help you define activities and Azure services that you can use to design a more secure application. The following SDL phases are covered in this article:",2025-05-28T08:00:00.000Z,article,,0.4,False,Design-phase secure application guidance; appears conceptual SDL-based advice without detailed Azure configuration tables or numeric thresholds.,unchanged
https://learn.microsoft.com/en-us/azure/security/develop/secure-dev-overview,Overview,Secure development best practices on Microsoft Azure,,Best practices to help you develop more secure code and deploy a more secure application in the cloud.,"This series of articles presents security activities and controls to consider when you develop applications for the cloud. The phases of the Microsoft Security Development Lifecycle (SDL) and security questions and concepts to consider during each phase of the lifecycle are covered. The goal is to help you define activities and Azure services that you can use in each phase of the lifecycle to design, develop, and deploy a more secure application. The recommendations in the articles come from our",2025-12-03T08:00:00.000Z,article,,0.4,False,Secure development best practices across SDL phases; likely high-level guidance and concepts rather than product-specific configuration values or error codes.,unchanged
https://learn.microsoft.com/en-us/azure/security/develop/secure-develop,Develop secure apps,Develop secure applications on Microsoft Azure,,This article discusses best practices to consider during the implementation and verification phases of your web application project.,"In this article, we present security activities and controls to consider when you develop applications for the cloud. Security questions and concepts to consider during the implementation and verification phases of the MicrosoftSecurity Development Lifecycle (SDL)are covered. The goal is to help you define activities and Azure services that you can use to develop a more secure application. The following SDL phases are covered in this article:",2025-05-28T08:00:00.000Z,article,,0.4,False,Implementation/verification secure development guidance; likely general coding and process best practices rather than Azure-specific configuration or troubleshooting details.,unchanged
https://learn.microsoft.com/en-us/azure/security/develop/threat-modeling-tool,Microsoft Threat Modeling tool,Microsoft Threat Modeling Tool overview - Azure,,"Overview of the Microsoft Threat Modeling Tool, containing information on getting started with the tool, including the Threat Modeling process.","The Threat Modeling Tool is a core element of the Microsoft Security Development Lifecycle (SDL). It allows software architects to identify and mitigate potential security issues early, when they are relatively easy and cost-effective to resolve. As a result, it greatly reduces the total cost of development. Also, we designed the tool with non-security experts in mind, making threat modeling easier for all developers by providing clear guidance on creating and analyzing threat models. The tool e",2022-08-25T11:27:00.000Z,article,,0.3,False,"Overview of the Threat Modeling Tool and process; primarily conceptual and tool-introductory, not focused on Azure service configuration or limits.",unchanged
https://learn.microsoft.com/en-us/azure/security/develop/threat-modeling-tool-auditing-and-logging,Auditing and logging,Auditing and Logging - Microsoft Threat Modeling Tool - Azure,Implement secure auditing and logging from threat models,Learn about auditing and logging mitigation in the Threat Modeling Tool. See mitigation information and view code examples.,,2022-12-30T23:04:00.000Z,article,security,0.82,True,Provides specific mitigation guidance and code examples for auditing and logging in the context of Microsoft Threat Modeling Tool findings; focused on concrete security configuration and implementation details.,unchanged
https://learn.microsoft.com/en-us/azure/security/develop/threat-modeling-tool-authentication,Authentication,Authentication - Microsoft Threat Modeling Tool - Azure,Implement secure authentication from threat model findings,Learn about authentication mitigation in the Threat Modeling Tool. See mitigation information and view code examples.,,2023-10-12T11:16:00.000Z,article,security,0.86,True,"Authentication-focused mitigation page with concrete, product-specific security recommendations and code examples tied to Threat Modeling Tool threats; maps threats to specific auth configurations and patterns.",unchanged
https://learn.microsoft.com/en-us/azure/security/develop/threat-modeling-tool-authorization,Authorization,Authorization - Microsoft Threat Modeling Tool - Azure,Mitigate authorization threats identified in threat models,Learn about authorization mitigation in the Threat Modeling Tool. See a list of potential threats and mitigation instructions.,,2023-04-13T11:17:00.000Z,article,security,0.86,True,Lists authorization-related threats and provides specific mitigation instructions; includes product-specific security patterns and guidance beyond generic authorization concepts.,unchanged
https://learn.microsoft.com/en-us/azure/security/develop/threat-modeling-tool-communication-security,Communication security,Communication security for the Microsoft Threat Modeling Tool - Azure,Secure communication channels based on threat models,Learn about mitigation for communication security threats exposed in the Threat Modeling Tool. See mitigation information and view code examples.,,2022-08-25T11:27:00.000Z,article,security,0.84,True,Communication security mitigation guidance with concrete recommendations and code examples for addressing Threat Modeling Tool findings; focused on product-specific security implementation details.,unchanged
https://learn.microsoft.com/en-us/azure/security/develop/threat-modeling-tool-configuration-management,Configuration management,Configuration management for the Microsoft Threat Modeling Tool - Azure,Harden configuration management from threat model results,Learn about configuration management for the Threat Modeling Tool. See mitigation information and view code examples.,,2022-04-25T22:04:00.000Z,article,configuration,0.8,True,Configuration management mitigation page with specific guidance and code examples for addressing configuration-related threats; includes concrete configuration patterns tied to the Threat Modeling Tool.,unchanged
