url,toc_title,title,display_title,description,summary,updated_at,ms_topic,sub_skill_type,confidence,has_expert_knowledge,classification_reason,change_type
https://learn.microsoft.com/en-us/azure/app-service/app-service-asp-net-migration,Migrate .NET,Migrate .NET Apps to Azure App Service - Azure App Service,Choose .NET migration tools and paths to Azure App Service,Learn about .NET migration resources available to help you assess and migrate web apps to Azure App Service.,"Azure App Service provides easy-to-use tools to quickly discover on-premises .NET web apps, assess them for readiness, and migrate both the content and supported configurations to App Service. These tools are developed to support different kinds of scenarios, focused on discovery, assessment, and migration. Following is list of .NET migration tools and use cases.",2025-05-01T22:41:00.000Z,concept-article,decision-making,0.65,True,"Summarizes different .NET migration tools and their use cases, helping users decide which approach to use for various scenarios, which fits migration decision-making guidance.",unchanged
https://learn.microsoft.com/en-us/azure/app-service/app-service-best-practices,Best practices,Best Practices for Azure App Service - Azure App Service,Apply best practices and troubleshooting for Azure App Service apps,Learn best practices and common troubleshooting scenarios for your app running in Azure App Service.,This article summarizes best practices for usingAzure App Service.,2025-05-06T08:00:00.000Z,best-practice,best-practices,0.8,True,"Explicitly summarizes best practices and common troubleshooting scenarios for App Service; likely includes product-specific DOs/DON’Ts, configuration recommendations, and edge cases, fitting the best-practices category.",unchanged
https://learn.microsoft.com/en-us/azure/app-service/app-service-configuration-references,Use settings from App Configuration,Use App Configuration References - Azure App Service,Use Azure App Configuration references in App Service,Set up Azure App Service and Azure Functions to use App Configuration references. Make App Configuration key/value pairs available to your application code.,This article shows how to work with configuration data in Azure App Service or Azure Functions applications without making any code changes.Azure App Configurationis an Azure service that you can use to centrally manage application configuration. It's also an effective tool for auditing your configuration values over time or across releases.,2025-05-08T08:00:00.000Z,how-to,configuration,0.8,True,"Shows how to wire App Service and Functions to Azure App Configuration without code changes. Involves specific configuration reference syntax and parameters, fitting the configuration sub-skill.",unchanged
https://learn.microsoft.com/en-us/azure/app-service/app-service-configure-premium-v3-tier,Configure PremiumV3 tier,Configure Premium V3 Tier - Azure App Service,Configure and choose App Service Premium v3 tier,"Learn how to better performance for your web, mobile, and API app in Azure App Service by scaling to the new Premium V3 pricing tier.","The new Premium V3 pricing tier gives you faster processors, SSD storage, and memory-optimized options. It offers to quadruple the memory-to-core ratio of the existing pricing tiers. The memory-to-core ratio is double the Premium V2 tier. With the performance advantage, you could save money by running your apps on fewer instances. In this article, you learn how to create an app in Premium V3 tier or scale up an app to Premium V3 tier.",2025-05-19T17:08:00.000Z,how-to,decision-making,0.6,True,"Describes Premium v3 characteristics (faster processors, SSD, memory-to-core ratios vs other tiers) and how to scale to it. Provides quantified trade-offs and guidance on when it can save money, fitting decision-making plus configuration.",unchanged
https://learn.microsoft.com/en-us/azure/app-service/app-service-configure-premium-v4-tier,Configure PremiumV4 tier,Configure Premium v4 Tier - Azure App Service,Configure and choose App Service Premium v4 tier,"Learn how to better performance for your web, mobile, and API app in Azure App Service by scaling to the new Premium V4 pricing tier.","The new Premium v4 pricing tier provides faster processors, NVMe local storage, and memory-optimized options. It offers up to double the memory-to-core ratio of previous tiers. This performance advantage can save money by running apps on fewer instances. This article explains how to create or scale up an app to the Premium v4 tier. Note Managed Instance on Azure App Service (preview) is a new hosting option that extends the capabilities of App Service plans, providing advanced customization and ",2025-11-18T17:01:00.000Z,how-to,decision-making,0.6,True,"Explains Premium v4 features (NVMe, memory-to-core improvements vs previous tiers) and how to create/scale apps to it, including Managed Instance preview context. Contains quantified trade-offs for tier selection, fitting decision-making.",unchanged
https://learn.microsoft.com/en-us/azure/app-service/app-service-hybrid-connections,About hybrid connections,Hybrid Connections in Azure App Service - Azure App Service,Use Hybrid Connections from App Service to private resources,Learn how to create and use hybrid connections in Azure App Service to access resources in disparate networks.,"Hybrid Connections is both a service in Azure and a feature in Azure App Service. As a service, it has uses and capabilities beyond the ones that are used in App Service. To learn more about Hybrid Connections and their usage outside App Service, seeAzure Relay Hybrid Connections. Within App Service, Hybrid Connections can be used to access application resources in any network that can make outbound calls to Azure over port 443. Hybrid Connections provides access from your app to a TCP endpoint.",2025-12-17T23:11:00.000Z,how-to,configuration,0.7,True,"Describes how Hybrid Connections work within App Service, including requirements (outbound over port 443, TCP endpoint access) and behavior. These are product-specific connectivity configuration details.",unchanged
https://learn.microsoft.com/en-us/azure/app-service/app-service-ip-restrictions,Restrict access from IPs,Set Up Access Restrictions - Azure App Service,Configure App Service access restriction rules,Learn how to secure your app in Azure App Service by setting up access restrictions. Define a priority-ordered allow/deny list that controls network access.,"When you set up access restrictions, you can define a priority-ordered allow/deny list that controls network access to your app. The list can include IP addresses or Azure Virtual Network subnets. When there are one or more entries, an implicitdeny allexists at the end of the list. For more information, seeAzure App Service access restrictions. The access restriction capability works with all Azure App Service-hosted workloads. The workloads can include web apps, API apps, Linux apps, Linux cust",2025-03-31T22:05:00.000Z,how-to,security,0.8,True,"Provides concrete configuration behavior: priority-ordered allow/deny list, implicit deny-all, support for IPs and VNet subnets, and how it applies to SCM and workloads. These are product-specific security configuration details and edge behaviors.",unchanged
https://learn.microsoft.com/en-us/azure/app-service/app-service-java-migration,Java SE,Migrate Java Apps to Azure App Service - Azure App Service,Plan and execute Java app migration to App Service,Discover Java migration resources available to Azure App Service.,"Azure App Service provides tools to discover web apps deployed to on-premises web servers. You can assess these apps for readiness, then migrate them to App Service. Both the web app content and supported configuration can be migrated to App Service. These tools are developed to support a wide variety of scenarios focused on discovery, assessment, and migration.",2025-12-12T23:21:00.000Z,concept-article,decision-making,0.6,True,"Migration-focused article describing discovery, assessment, and migration tools; likely includes guidance on when and how to migrate, supported configurations, and scenario-based recommendations, fitting decision-making around migration paths.",unchanged
https://learn.microsoft.com/en-us/azure/app-service/app-service-key-vault-references,Use secrets from Key Vault,Use Key Vault References as App Settings - Azure App Service,Configure Key Vault references in App Service app settings,Learn how to set up Azure App Service and Azure Functions to use Azure Key Vault references. Make Key Vault secrets available to your application code.,"This article shows how to use secrets from Azure Key Vault as values inapp settingsorconnection stringsfor apps created with Azure App Service, Azure Functions, or Azure Logic Apps (Standard). Key Vaultis a service that provides centralized secrets management, with full control over access policies and audit history. When an app setting or connection string is a Key Vault reference, your application code can use it like any other app setting or connection string. This way, you can maintain secre",2025-09-09T22:10:00.000Z,how-to,configuration,0.8,True,"Details the syntax and behavior of Key Vault references in app settings/connection strings, including reference formats and resolution behavior. These are concrete configuration parameters unique to App Service/Functions.",unchanged
https://learn.microsoft.com/en-us/azure/app-service/app-service-managed-certificate-changes-july-2025,App Service Managed Certificate July 2025 Changes,"App Service Managed Certificate (ASMC) Changes – July 28, 2025 - Azure App Service",Adjust App Service Managed Certificate settings for 2025 changes,Learn about the upcoming changes to App Service Managed Certificates due to DigiCert's validation platform update and how to mitigate impact.,"This article summarizes updates to App Service Managed Certificates (ASMC) introduced in July 2025 and November 2025. With the November 2025 update, ASMC now remains supported even if the site is not publicly accessible, provided all other requirements are met. Details on requirements, exceptions, and validation steps are included below.",2025-12-02T23:11:00.000Z,conceptual,configuration,0.7,True,"Describes specific upcoming changes to App Service Managed Certificates, including requirements, exceptions, and validation steps; likely includes concrete configuration conditions (for example, site accessibility, validation flows) that are product-specific and time-bound.",unchanged
https://learn.microsoft.com/en-us/azure/app-service/app-service-migration-assess-net,Assess .NET,Assess .NET Apps - Azure App Service,Assess .NET web apps before migrating to Azure App Service,Assess .NET web apps before migrating to Azure App Service,"Once you've discovered ASP.NET web apps, you should proceed to the next step of assessing these web apps. Assessment provides you with migration readiness and sizing recommendations based on properties defined by you.",2025-12-15T18:25:00.000Z,concept-article,decision-making,0.65,True,"Provides migration readiness and sizing recommendations based on discovered properties, which is decision guidance for migration and capacity planning rather than just conceptual info.",unchanged
