url,toc_title,title,display_title,description,summary,updated_at,ms_topic,sub_skill_type,confidence,has_expert_knowledge,classification_reason,change_type
https://learn.microsoft.com/en-us/azure/well-architected/ai/,AI,AI Workload Documentation - Microsoft Azure Well-Architected Framework,Apply Well-Architected practices to AI workloads on Azure,"This documentation provides guidance on designing AI workloads, focusing on the architectural challenges of non-deterministic functionality, data and application design, and operations. It includes ke","AI workloads use non-deterministic behavior, making them more adaptable to complex situations compared to traditional workloads. They combine code and data into models, creating unique experiences. This guidance focuses on the architectural challenges of designing AI workloads, including non-deterministic functionality, data and application design, and operations.",2025-09-16T17:06:00Z,landing-page,workload-patterns,0.78,True,"AI-specific workload guidance that addresses unique architectural challenges (non-determinism, data and operations) and applies WAF concepts to that domain, matching the workload-patterns definition.",new
https://learn.microsoft.com/en-us/azure/well-architected/ai/application-design,Application design,Application Design for AI Workloads on Azure - Microsoft Azure Well-Architected Framework,Design application architectures for AI workloads on Azure,"Learn about design considerations for creating AI workloads on Azure, including design patterns and architecture considerations.","This article describes common design areas and factors to consider when you make decisions about technology and approach when you create an application that has AI functions. The guidance applies to both traditional machine learning and generative AI workloads. It covers frameworks like TensorFlow, Keras, and PyTorch, along with various serving and hosting options that include batch, stream, and online processing. There are many choices to consider when you design intelligent capabilities into y",2025-10-08T17:03:00.000Z,concept-article,workload-patterns,0.78,True,"Covers AI workload–specific application design areas (frameworks, hosting models, patterns) applying WAF to this domain; domain-focused architectural guidance consistent with workload-patterns.",new
https://learn.microsoft.com/en-us/azure/well-architected/ai/application-platform,Application platform,Application Platform for AI Workloads on Azure - Microsoft Azure Well-Architected Framework,Select Azure application platforms for AI workloads,"Learn about the Azure resources that you need for running AI workloads. Learn about platforms for EDA, model training and fine-tuning, and inferencing.","You must carefully consider the application hosting platform that your AI workload is deployed on to ensure that you can maximize efficiency, the security of operations, and reliability. This design area covers several types of applications that might be relevant to your AI workload: This article provides guidance for selecting the best platform for each of these functions to meet your business needs. There are also general recommendations that you can apply to all of these functions.",2024-11-18T20:00:00.000Z,concept-article,workload-patterns,0.7,True,"AI-specific workload pattern guidance on choosing hosting platforms (EDA, training, inferencing) with detailed, Azure-specific recommendations across efficiency, security, and reliability. This is domain (AI) workload guidance rather than a single service or generic overview.",new
https://learn.microsoft.com/en-us/azure/well-architected/ai/assessment,Assessment,AI workload assessment - Microsoft Azure Well-Architected Framework,Use the Azure AI workload assessment for WAF alignment,See how to use the AI workload assessment to evaluate your workload's alignment with the best practices of the Azure Well-Architected Framework pillars.,"TheAzure Well-Architected Framework AI workload assessmentis a review tool that you can use to self-assess the readiness of your AI workload in production. Running an AI workload on Azure can be a complex process. The assessment is organized so that you can methodically check your workload's alignment with the best practices of the Well-Architected Framework pillars. For best results, the team that completes the assessment should be well-versed in the architecture of your workload. That team sho",2025-08-01T17:04:00.000Z,concept-article,assessments,0.9,True,"Describes a structured self-assessment tool for AI workloads aligned to WAF pillars, including how to evaluate readiness and interpret results—matching the assessment pattern.",new
https://learn.microsoft.com/en-us/azure/well-architected/ai/data-platform,Data platform,Data Platform for AI Workloads on Azure - Microsoft Azure Well-Architected Framework,Choose and design data platforms for Azure AI workloads,Learn about functional and nonfunctional data source considerations for your data platform for AI workloads on Azure.,"Choosing a data platform involves understanding the unique data challenges that these solutions bring. GenAI solutions, especially those built with foundation models, depend on diverse, high-quality data, fast access to scalable data stores that supports vector search. The goal is to meet these needs without adding unnecessary complexity to your architecture. Understanding the principles of effective data pipeline design is essential before evaluating platform options. When evaluating platform c",2025-11-20T23:08:00.000Z,concept-article,workload-patterns,0.65,True,"Gives AI-specific data platform guidance (vector search, diverse data, pipeline principles) for GenAI solutions, which is domain-specific workload guidance rather than a single service configuration.",new
https://learn.microsoft.com/en-us/azure/well-architected/ai/design-methodology,Design methodology,Design Methodology for AI Workloads on Azure - Microsoft Azure Well-Architected Framework,Apply structured design methodology to AI workloads on Azure,Learn how to implement a structured approach when you make architectural design decisions and create processes for AI workloads on Azure.,"When you design AI workloads, the code and data that you integrate replaces deterministic behavior. This shift facilitates tasks like prediction, classification, and other functional goals. AI workload architecture can often be complex and must align with business constraints. The Azure Well-Architected Framework provides a solid foundation for architectural excellence, but you should also consider AI-specific design principles. This article presents a design methodology based on AI principles. ",2025-01-09T22:59:00.000Z,concept-article,workload-patterns,0.74,True,"AI-specific design methodology layered on WAF, with domain-focused process guidance for AI workloads rather than generic architecture; fits workload-patterns.",new
https://learn.microsoft.com/en-us/azure/well-architected/ai/design-principles,Design principles,Design Principles for AI Workloads on Azure - Microsoft Azure Well-Architected Framework,Apply Well-Architected design principles to AI workloads,Review the design principles of the Azure Well-Architected Framework. Learn how to apply these principles to an AI workload.,"This article outlines the core principles for AI workloads on Azure, with a focus on the AI aspects of an architecture. It's essential to consider all Azure Well-Architected Framework pillars collectively, including their trade-offs. Apply each pillar to the functional and nonfunctional requirements of the workload.",2025-01-09T22:59:00.000Z,concept-article,design-principles,0.86,True,"Defines AI-specific design principles mapped to WAF pillars and discusses why they matter and how to apply them across pillars, matching the design-principles criteria.",new
https://learn.microsoft.com/en-us/azure/well-architected/ai/get-started,Get started,AI workloads on Azure - Microsoft Azure Well-Architected Framework,Plan AI workloads on Azure using Well-Architected guidance,"Learn about architectural considerations, including common challenges and key design areas, for building and operating AI workloads on Azure.","This article addresses architectural challenges of designing AI workloads. It focuses on nondeterministic functionality, data and application design, and operations. The recommendations are based on Azure Well-Architected Framework principles and include insights from successful Azure implementations. These articles are meant forworkload ownersandtechnical stakeholderslike architects, development leads, and IT leaders. Specialized AI and data roles, such as data scientists, should also be aware ",2025-01-08T23:01:00.000Z,concept-article,workload-patterns,0.7,True,"AI workload–specific architectural considerations and challenges (nondeterminism, data, operations) applying WAF to this domain; domain-specific workload pattern guidance.",new
https://learn.microsoft.com/en-us/azure/well-architected/ai/grounding-data-design,Grounding data design,Grounding Data Design for AI Workloads on Azure - Microsoft Azure Well-Architected Framework,Design grounding data for Azure AI applications,"Learn about data layout considerations and best practices for running AI workloads efficiently, which ensures optimal performance and scalability.","For AI applications, the Well-Architected Framework approach to data design must address nonfunctional requirements like operability, cost, and security and adhere to the core principles ofAzure Well-Architected Framework pillars. It should also consider functional requirements such as data ingestion, preparation, and validation. The AI model that you choose affects subsequent data design decisions. This article discusses key architectural considerations for foundation models that need augmentat",2025-05-28T08:00:00.000Z,concept-article,workload-patterns,0.7,True,"Covers detailed architectural considerations for grounding data with foundation models (RAG-style patterns, layout, performance, scalability). This is AI workload–specific guidance, not a generic data article.",new
https://learn.microsoft.com/en-us/azure/well-architected/ai/mlops-genaiops,MLOps and GenAIOps,MLOps and GenAIOps for AI Workloads on Azure - Microsoft Azure Well-Architected Framework,Implement MLOps and GenAIOps for Azure AI workloads,Use MLOps and GenAIOps for AI workloads on Azure. Learn design strategies for operations and get tool recommendations.,"AI workload operations are centered on curation of data and consumption of that data. Operations ensure efficiency in achieving and maintaining the quality, reliability, security, ethics, and other standards that you prioritize for the workload. The workload tasks can be categorized into three main areas: application development, data handling, and AI model management. Each category should adopt industry-proven operational methodologies, likeDevOps, DataOps, MLOps, and GenAIOps. DevOps activitie",2024-11-18T20:00:00.000Z,concept-article,workload-patterns,0.7,True,"Provides detailed operational methodologies and tool guidance (DevOps, DataOps, MLOps, GenAIOps) tailored to AI workloads, which is domain-specific operational pattern guidance.",new
